seq,title,writer,content
4988,저는 infp입니다 ㅎㅎ,히히힉 infp 4w5,"한동안 f인지 t인지 고민을 많이 했었는데  확실하게 f인 것 같네요  제가 우유부단하고 남 시선을 많이 신경 쓰는 사람이다 보니까 자연스럽게 남 시선에 아랑곳하지 않고 제 할일을 하며 탐구적이고 독특한 분들을 동경했던 것 같아요,  Infp들 엄청 독보적이고 싶어하잖아요. 남 시선 안 쓰고 싶어하고.. 안 그런 분들도 계시겠지만요.   그래서 내가 바라는 나가 테스트에 투영됐고 intp가 나온 거죠!  그 당시 다른 infp분들과 비교를 엄청나게 했거든요.  근데 제가 좀 염세적이고 무신론자에 과학 좋아하고 그런 성향이 좀 있어서  엠헬 infp분들과 좀 많이 차이가 났었거든요.  되게 도덕적? 이고 글들이 다 감성적 이셔서  그래서 intp라고 한때 생각했었는데  지금 보니까 보고 느껴온 것들이 너무 다르고  나이대도 다르고.. 하더라고요.  그냥 환경, 취향, 삶의 태도 등의 차이 때문에 느낌이 다른 건데  그걸 유형이 달라서 그런 거다! 라고 착각해 버리는 바람에  한동안 제 유형을 헷갈리는 실수를 범해 버린 거죠.  그리고 결정적으로 깨닫게 된 건 어디선가 infp들이 자신을 intp라고 착각해 버리는 경우가 꽤 있다는 글을 읽어서에요. 출처는 못 찾겠네여   그러니까 결론은 제가 독특하고 지적인 사람들 동경해서 절 intp로 착각하는 오류가 발생했다는 겁니다   애초에 제가 intp였으면, 미친듯이 사례들을 비교해 보지 않았을 걸..  실은 무의식적으로 알고 있었는데 외면한 것 같기도 하네요.   간추리자면  평소 탐구적이고 지적이고 남 신경 안쓰는 사람들을 동경함  내가 바라는 나 개썅마이웨이, 독보적, 지적 이 테스트에 투영됨  intp가 나옴  다른 infp 분들과 비교해 봤는데 확실히 다름  intp라고 생각  가치관 등의 차이라는 걸 깨달음  infp   제가 생각하기로는 여기 계신 분들도 저처럼 착각하시는 경우가 종종 있을 것 같거든요..  f t는 감성?만으로 구별이 안 된단 걸 알아주세요.  그리고 약식 검사에 롤모델 투영되기 참 쉬움.. 정말 쉬워요. 내가 원하는 결과 유도시키기도 엄청 쉬워요.  정식 검사가 정답인 것 같습니다."
4989,ISFP와 INFP의 가장 큰 차이점이 뭘까요?,Be myself INTJ,"INFP라고 생각했던 가족이 이번에 약식검사하니 ESFP가 나왔는데요,제가 보기에 저건 사회용인거 같고, ISFP가 아닐까 생각하는데, 아무리 봐도 INFP인거 같아서둘의 차이점이 궁금합니다."
4990,유형감별 부탁드립니다,애옹 ixxp,"항상 mbti 검사를 해보면 intp가 나오긴 하는데 요즘 성격이 좀 바뀐것같아 글을 남겨봅니다.1 무슨 책이든 가리지 않고 다 좋아하나 자기계발서류는 별로 좋아하지 않음2 주변인으로부터 공감능력이 떨어진다는 소리 꽤 들음3 남 눈치 봄4 친한 친구와도 딱히 연락 안함5 전화통화 싫어함6 엄청난 집순이임7 국어 수학 역사 심리 철학 물리 우주 관심 많음8 소수와 얕은 관계 유지9 아이돌에 관심 없음10 잡생각이 많고 멍을 잘때림11 지인이 머리바꿔도 잘 알아채지 못함12 지인이 어떤 말을 할때 듣고 싶어하는 말을 잘 파악함13 그러나 굳이 해주지 않음14 지인이 남 얘기주로 험담하면 공감 없이 듣기만 함15 무슨 일이든 닥치기 전엔 하지 않음16 누구든 내 영역을 침범하는 것이 싫음17 아이들을 별로 좋아하지 않음18 글로 표현 잘함19 그러나 말은 잘 못함20 하루 24시간 중 12시간을 생각하거나 멍때리는데 씀21 졸려보인다. 뚱해보인다. 소리 항상 들음22 완벽주의자임23 특이하다는 소리 꽤 들음24 계획 세우는 것을 좋아함25 그러나 지켜지지 않음26 딱히 개인적인 공간을 청소하지 않음27 벼락치기를 잘함28 똑똑하거나 열정,도전정신 있는 사람 좋아함29 관심있는 이성이 생겨도 스스로 잘 못 알아챔. 늦게서야 알아채는 경우가 많고 일찍 알아채도 말 못 검30 지독한 길치임31 요즘 트렌드를 잘 모름32 대외적인 이미지 신경씀33 주관은 뚜렷하나 싸우고 싶지 않아 남 의견 수용함34 생각은 완벽하나 말로 꺼내면 뒤죽박죽35 은근 남보다 내가 우월하다는 생각이 자리잡음36 그러나 자존감은 낮음37 현실자각 못함38 안친한 사람들은 완벽주의로 보인다고 하는데 나를 좀 아는 사람들은 허당이라고 함39 고양이를 매우 좋아함"
4991,제 유형 감별 좀 해주세요ㅠㅠ,미리별,"1.심각해도 너무 심각한 집순이다 의식주만 가능하다면 집에서 평생 살 수 있을지도2. 학교에서 성실하다, 모범생이다, 또래에 비해 나이가 많아 보인다성격이, 가치관이 뚜렷하다 라는 소리를 선생님꼐 듣고산다.3.약속은 내가 중요하다고 생각하는 일공적은 무조건 지킨다. 정말 늦어도 1분 늦은적은 있다. 하지만 사적인? 약속중요하지 않기도 하지만 우선 상대방이 약속을 몇번 지키지 않는 경우는 시간도 아깝고 그 시간에 다른 걸 더 할 수 있다는 생각이 들어서 나도 안지킨다.4.원리원칙적이고 융통성이 없다는 소리를 듣는다. 학교에서 무언가를 맡는 것을 좋아해서 선도부를 맡는다.이게 성격과 관련 있는지는 모르겠다.5.상상? 공상?을 좋아한다. 항상 잡생각하느라 멍때려서 친구들한테 혼난다6.현실적이고 팩폭을 잘하는데, 이거때문에 친구랑 싸운적이 있어서 그 이후로는 약간 자제한다.7.사람에 관심이 없어서 친구들이 사귀고 헤어지는거를 3달 이상 후에야 안다.8.잡지식이 많다.9.방이 어지럽다.10.시간계획이 있는데, 한번 안지켜지면 멘탈이 나가서 그 후로 계속 안지키고 하루를 망치는 경향이 크다.그렇다고 할 일을 아주 안하지는 않는데, 원래의 계획대로 하지 않고 하고 싶은대로 한다. 만약 하더라고 멘탈회복이 끝난 후에 한다.11.관심있는 것은 매우 좋아하는데, 관심없는 것은 왜 해야하는지 모르겠다.12. 수학 과학을 좋아하지만 언어, 외국어 과목을 싫어한다.13. 또래 보다는 어른들이랑 얘기하는게 편하다. 그래서 주로 선생님들과 얘기를 자주한다.14.심각한 아싸다.15.친구한테 신 왜 믿냐고 하다가 맞을뻔했다.이게 성격과 관련이 있나16.판타지 소설, 웹툰 엄청 좋아한다."
4992,ENFP와 ENTP의 차이가 뭘까요?,레퀴엠 ESFJ,주변 인물들에서 비교해봐도 두 유형은 겉보기에는 은근히 비슷해보이기도하고..일상같은 면에서의 두 유형의 차이는 무엇이 있을까요?
4993,무슨 유형같아요?,독거노인 INTP 3w4, 기본적으로 성실하고 자상하며 참을성 많은 성격 자기가 맡은 일 꾀부리지 않고 열심히 함 집요한 구석 있음  순수하고 솔직함.. 입 발린 말 잘 못함 말을 곧이 곧대로 알아들음 탁월한 요리실력. 탁월한 운동신경. 듣고나면 정말 상황이 열악하다 싶을 정도의 경제적 여건 때문에 꿈이고 뭐고 일단 구겨넣고 가족 부양에 힘쓰고 있음 주변에서 자신만의 삶을 살아갔으면 좋겠다는 소리 듣고 뭔가 나름대로 공부  준비하는 듯? 평소에 잘 안 웃음. 표정 변화 거의 없음 But 술 들어가면 나뭇잎만 굴러가도 빵빵 터짐 나이 21세어떤 유형 같나요?
4994,이번에는 제 유형질문이요.,아메숏,"제 유형이 변한 것 같아요.대학교때 정식 검사로는 그 유형이 맞는데사회생활을 하면서 부터 많이 바뀐것 같아요.1.사람만나는 것이 즐겁다.완전 내 영역안의 사람들하고만 어울리고 그 조차도 안 어울렸는데집순이였음새로운 사람을 만나고 그 사람의 지금까지의 살아온 이야기, 가치관을 듣는 것이 도움이 많이 되더라구요.평생 만나지 못했을 사람들을 만나고 이런 성향도 있구나이런 것을 깨닫는게 좋아졌어요.2.집에 있으면 좀이 쑤신다.집에서 보내는 여가들 하면 좋지만 그렇게 대부분의 시간을 살아왔지만 그것이 매주 지속이 되면 너무 허송세월같이 느껴져요.친구를 만나던지 행사를 가야하던지해야 아 이번주말도 알차게 보냈구나 이런 생각이 듭니다.3.운동이 재미있다.진짜 학창시절에는 체육시간도 엄청 싫었고 땀흘리는 것도 너무 싫었는데 몸이 변하는 것도 재밌고 운동하면서땀천지에 얼굴에 머리카락이 붙은 얼굴상관안하고 운동하는 제 모습이 너무 만족스러워요 4.시간을 엄청 잘지키고 소중히 여긴다.친구 약속시간에 먼저나와있고 회사생활하면서 지각은 한번도 한적이 없네요.가끔 30분이상 지각하는 친구들보면 너무 열받습니다 내 시간을 소중히 해줬으면 하네요 일도 무조건 마감날짜 전에 해두는 성격입니다.5.화를 잘 안내고 이성적이다.분노선이 있는데 왠만하면 이해하고 넘어갑니다.하지만 그게 쌓이고 쌓이고하면 내적으로 폭발합니다.그리고 포기하고 연을 끊습니다...무조건 고집피우지 않고 옳고그름에 따라서 해결합니다.객관적으로 누구나 봤을때 아니면 아닌거고 사과해야하는 것이고 그런일을 저는 만들지 않네요.6.독서를 좋아한다.책보는 것을 상당히 좋아하구요.밖에서 여유시간이 생기면 도서관이나 서점에서 여유를 즐깁니다.7.뭐든 배우고 싶어한다.수영,클라이밍,업무관련 능력,언어공부 배우고 싶은 것은 많은데 한정된 시간이 아쉽네요.8.전업주부를 생각할 수 없다.전업주부 대단한데 저는 성향상 어려울 것 같습니다.독립적인 성향이라 남편이 너무 좋아도 남편바라기로 집에서만 있는게 너무 싫을 것 같네요.일도 놓고 그러면 나를 잃는 그런 느낌이 들 것 같아서 계속 일이라던가 활동적인 것은 하고 싶네요.9.현모양처 이미지 다들 저를 보면 따뜻하고 배려넘치고 현모양처 느낌이 난다고 합니다.요리도 챙김도 잘 할것 같다고 하네요 하하하 전 개인적으로 요리를 제일 의미없는 노동이라 생각합니다 만드는 시간에 비해 순식간에 사라지고 좋은평 듣는 것도 힘들고 그 시간에 공부라도 운동이라도 하는게 낫겠다생각하네요.급 집순이에서 밖순이되는 것같아 혼란스럽습니다 액티비티한 취미도 하고싶은데 절친하고는 못나눠서 슬프네요."
4995,카톡 프로필에 다음 음악이 있으면 어떤 성향일거 같아요?,시다모,"성향, 성별, 나이 등등 어떤 느낌이 나세요?내가 모르는 날 알고 싶어서... 글 올려봅니다. 함께 걷는 길  곽진언어쩔 수 없지  하이라이트hey jude  beatles향수  우원재국화옆에서  황병기im a fool to wnat you billie holiday겨울나그네우편마차조곡 1번  그리그 푸르른 날  송창식그녀가 처음 울던 날  김건모, 송창식레시피  승연, 플로우식캘리포니아 드림 중경삼림vinvent  don mclean바람이 분다  이소라"
4996,유형이 궁금하네요.,아메숏,이분의 유형이 무얼까요?1.섬세하다.2.표정의 변화가 잘 없다.3.이야기의 내용이 대부분 진지하다.4.주관이 강하다.5.참다가 화낼 때는 화낸다.상사에게도 화냄6.어떠한 일이 있어도 꾸준히 운동간다.주말에도 운동한다.7.혼자서도 시간을 잘 보낸다.8.친구도 좋아한다.9.표현이 돌직구다.10.솔직하다.11.밀당은 싫다.12.차나 집안을 심플하게 하고 사는 것 같다.13.목소리는 낮고 차분하지만 힘이 없지는 않다.14.은근 허당이다.15.생활력이 강하다.16.구체적인 목표가 있다.17.말이 많은편은 아니나 말을 조리있게 잘한다.18.은근 주변에 보여지는 것을 신경쓴다.
4997,ENFP 와 INTP 의 싸움 (방탄소년단 뷔 VS 진),ENFJ,"Loading... playerlikesoundmutesoundmutesoundvolume2soundvolume3 xPlayer Size0 x 0Current Resolution0PMax Abr Resolution0PProtocolpdCurrent BandwidthAverage BandwidthBuffer HealthFrame Drop Rate00 도움말라이센스Video Statistic Version 4.17.48 PDBuild Date 2020212NAVER Corp.     동영상 인코딩 중입니다.5분 이상 소요될 수 있으며, 영상의 길이에 따라 소요 시간은 달라집니다.    ENFP 와 INTP 의 싸움 방탄소년단 뷔 VS 진    ENFJ  재생 수7,934    topleft rightbottom마우스를 드래그 하세요360 Video도움말 MULTI TRACK멀티트랙의 트랙별 영상은 우측 관련영상에서 볼 수 있습니다.선거광고 안내       음소거0000  1030 화질 선택 옵션480p     270p       480p   화질  전체화면    0103  0309  0515  0721  0927 광고정보 더보기초 후 SKIP초 후 재생SKIP광고 후 계속됩니다.SNS 공유소스 코드Band Twitter Facebook Blog CafeURL 주소복사HTML 소스544 x 306740 x 416936 x 5261280 x 720복사Flash 미지원으로 Object 코드 퍼가기 기능은 더 이상 지원되지않습니다.도움말 플레이어 URL 복사 레이어 닫기  011 부터. 반다나 머리띠 한 친구가 뷔 ENFP, 안한 친구가 진 INTP, 끝에 좋은 그림은 아니었다고 하는 멤버가 지민 ENFJ 방탄소년단은 MBTI 검사를 하고 결과를 공개했기 때문에 유형은 정확합니다. 여러분 보시고 소감을 말씀해주세요저 개인적 소감은 ENFP 가 확실히 외향직관이 주기능이구나 하는 느낌이었습니다."
4998,대개 isfp/infp로 평가받는 삼국지의 유비지만..적어도 이 드라마의 유비는 인프제느낌이더군요,스티브 ENTP,"8분 쯤 부터 나오는 원소가 앞장을 서는데, 왜 18로 제후가 회맹을 위해 운집할까? 부분부터 말하는거 듣고 느낌 팍..여담인데 이쪽 조조는 꽤나 미화됬는지라 entpentj모습 둘다동시에 보여주고연의말고 역사속 조조는 대놓고 ENTP라고 확신합니다.즉흥적인 꾀돌이에 때론 서주 머학살같은 충동적인 판단들, 감정을 적극적으로 드러내는 성향, 다방면으로 퍼져있는 관심분야서예, 문학, 병법 기타등등.."
